lead_id,lead_interest_enc,lead_status_enc,lead_stage_enc,next_meeting_type_enc,lead_budget_from,lead_budget_to,lead_has_budget,lead_is_closed,days_since_posting,days_since_followup_created,fup_count,fup_positive_hits,fup_negative_hits,fup_has_audio_long,fup_total_audio_seconds,fup_max_budget,fup_avg_days_gap,fup_days_since_last,score,score_category
13044,1,0,1,1,0.0,0.0,0,0,2.0,2.0,2,0,0,0,0.0,0.0,0.0,2.0,10.5,Cold
13043,1,0,2,1,0.0,0.0,0,0,2.0,2.0,2,0,0,0,0.0,0.0,0.0,2.0,14.0,Cold
13042,1,0,1,1,0.0,0.0,0,0,2.0,2.0,1,0,0,0,0.0,0.0,-1.0,2.0,10.0,Cold
13041,1,0,2,1,0.0,0.0,0,0,2.0,2.0,3,0,1,0,0.0,0.0,0.0,2.0,12.5,Cold
13040,1,0,1,0,0.0,0.0,0,1,2.0,2.0,2,0,0,0,0.0,0.0,0.0,2.0,10.0,Cold
13039,1,0,1,1,0.0,0.0,0,0,2.0,2.0,2,0,0,0,0.0,0.0,0.0,2.0,13.0,Cold
13038,1,0,1,1,0.0,0.0,0,0,2.0,2.0,1,0,0,0,0.0,0.0,-1.0,2.0,10.0,Cold
13037,1,0,1,1,0.0,0.0,0,0,2.0,2.0,1,1,0,0,0.0,0.0,-1.0,2.0,11.5,Cold
13036,1,0,1,1,0.0,0.0,0,0,2.0,2.0,2,0,0,0,0.0,0.0,0.0,2.0,13.0,Cold
13035,1,0,1,1,0.0,0.0,0,0,2.0,2.0,1,0,0,0,0.0,0.0,-1.0,2.0,10.0,Cold
13034,1,0,1,1,0.0,0.0,0,0,2.0,2.0,1,0,0,0,0.0,0.0,-1.0,2.0,10.0,Cold
13033,1,0,2,1,0.0,0.0,0,0,2.0,2.0,5,0,1,0,150.0,0.0,0.0,2.0,14.0,Cold
13032,1,0,1,1,0.0,0.0,0,0,2.0,2.0,2,0,0,0,0.0,0.0,0.0,2.0,13.0,Cold
13031,1,0,1,1,0.0,0.0,0,0,2.0,2.0,3,0,0,1,128.0,0.0,0.0,2.0,20.0,Cold
13030,1,0,1,1,0.0,0.0,0,0,3.0,3.0,3,3,0,1,139.0,0.0,0.0,3.0,23.5,Warm
13029,1,0,2,1,0.0,0.0,0,0,3.0,3.0,2,0,1,0,0.0,0.0,1.0,2.0,9.0,Cold
13028,1,0,2,1,0.0,0.0,0,0,3.0,3.0,3,0,0,1,403.0,0.0,0.5,2.0,20.0,Cold
13027,1,0,2,1,0.0,0.0,0,0,3.0,3.0,3,0,0,0,0.0,0.0,0.5,2.0,13.0,Cold
13026,1,0,1,1,0.0,0.0,0,0,3.0,3.0,2,0,0,0,0.0,0.0,0.0,3.0,9.5,Cold
13025,1,0,1,1,0.0,0.0,0,0,3.0,3.0,1,0,0,0,0.0,0.0,-1.0,3.0,9.0,Cold
13024,1,0,1,1,0.0,0.0,0,0,3.0,3.0,2,0,0,1,195.0,0.0,0.0,3.0,19.0,Cold
13023,1,0,1,1,0.0,0.0,0,0,3.0,3.0,3,1,0,0,0.0,0.0,0.5,2.0,13.5,Cold
13022,1,0,1,1,0.0,0.0,0,0,3.0,3.0,2,0,0,0,0.0,0.0,0.0,3.0,9.5,Cold
13021,1,0,1,1,0.0,0.0,0,0,3.0,3.0,2,0,0,0,0.0,0.0,0.0,3.0,9.5,Cold
13020,1,0,1,1,0.0,0.0,0,0,3.0,3.0,1,0,0,0,0.0,0.0,-1.0,3.0,9.0,Cold
13019,1,0,1,1,0.0,0.0,0,0,3.0,3.0,1,0,0,0,0.0,0.0,-1.0,3.0,9.0,Cold
13018,1,0,1,1,0.0,0.0,0,0,3.0,3.0,1,0,0,0,0.0,0.0,-1.0,3.0,9.0,Cold
13017,1,0,1,1,0.0,0.0,0,0,3.0,3.0,1,0,0,0,0.0,0.0,-1.0,3.0,9.0,Cold
13016,1,0,2,1,0.0,0.0,0,0,3.0,3.0,2,0,0,0,0.0,0.0,0.0,3.0,13.0,Cold
13015,1,0,1,1,0.0,0.0,0,0,3.0,3.0,3,0,0,0,0.0,0.0,0.5,2.0,12.0,Cold
13014,1,0,1,1,0.0,0.0,0,0,3.0,3.0,1,1,0,0,0.0,0.0,-1.0,3.0,10.5,Cold
13013,1,0,1,1,0.0,0.0,0,0,3.0,3.0,1,0,0,0,0.0,0.0,-1.0,3.0,9.0,Cold
13012,1,0,1,1,0.0,0.0,0,0,3.0,3.0,1,0,0,0,0.0,0.0,-1.0,3.0,9.0,Cold
13011,1,0,1,1,0.0,0.0,0,0,3.0,3.0,2,0,1,0,0.0,0.0,0.0,3.0,7.5,Cold
13010,1,0,2,1,0.0,0.0,0,0,3.0,3.0,3,0,0,1,262.0,0.0,0.0,3.0,20.0,Cold
13009,1,0,2,1,0.0,0.0,0,0,3.0,3.0,2,2,0,0,0.0,0.0,0.0,3.0,16.0,Cold
13008,1,0,2,1,0.0,0.0,0,0,3.0,3.0,2,0,0,0,0.0,0.0,0.0,3.0,13.5,Cold
13007,1,0,1,1,0.0,0.0,0,0,3.0,3.0,1,0,0,0,0.0,0.0,-1.0,3.0,9.0,Cold
13006,1,0,1,1,0.0,0.0,0,0,3.0,3.0,1,0,0,0,0.0,0.0,-1.0,3.0,9.0,Cold
13005,1,0,1,1,0.0,0.0,0,0,3.0,3.0,3,1,0,1,379.0,0.0,0.5,2.0,20.5,Warm
13004,1,0,2,1,0.0,0.0,0,0,3.0,3.0,5,0,0,1,204.0,0.0,0.25,2.0,20.0,Cold
13003,1,0,1,1,0.0,0.0,0,0,3.0,3.0,2,0,0,0,0.0,0.0,0.0,3.0,9.5,Cold
13002,1,0,1,1,0.0,0.0,0,0,3.0,3.0,1,0,0,0,0.0,0.0,-1.0,3.0,9.0,Cold
13001,1,0,2,1,0.0,0.0,0,0,3.0,3.0,6,1,0,1,206.0,0.0,0.0,3.0,21.5,Warm
13000,1,0,1,1,0.0,0.0,0,0,3.0,3.0,4,1,0,0,0.0,0.0,0.33,2.0,13.5,Cold
12999,1,0,1,1,0.0,0.0,0,0,3.0,3.0,4,1,0,1,122.0,0.0,0.0,3.0,20.5,Warm
12998,1,0,1,1,0.0,0.0,0,0,3.0,3.0,2,0,0,0,0.0,0.0,0.0,3.0,12.0,Cold
12997,1,0,1,1,0.0,0.0,0,0,3.0,3.0,1,0,0,0,0.0,0.0,-1.0,3.0,9.0,Cold
12996,1,0,1,1,0.0,0.0,0,0,4.0,4.0,2,0,0,0,0.0,0.0,0.0,4.0,9.5,Cold
12995,1,0,1,1,0.0,0.0,0,0,4.0,4.0,3,0,0,0,37.0,0.0,0.5,3.0,14.0,Cold
12994,1,0,1,1,0.0,0.0,0,0,4.0,4.0,2,0,0,0,0.0,0.0,1.0,3.0,12.0,Cold
12993,1,0,1,1,0.0,0.0,0,0,4.0,4.0,5,0,0,1,178.0,0.0,0.5,2.0,19.0,Cold
12992,1,0,1,1,0.0,0.0,0,0,4.0,4.0,1,0,0,0,0.0,0.0,-1.0,4.0,9.0,Cold
12991,1,0,1,1,0.0,0.0,0,0,5.0,5.0,2,1,0,0,0.0,0.0,0.0,5.0,13.5,Cold
12990,1,0,1,1,0.0,0.0,0,0,5.0,5.0,3,1,0,0,48.0,0.0,0.0,5.0,15.5,Cold
12989,1,0,2,1,0.0,0.0,0,0,5.0,5.0,3,3,0,1,246.0,0.0,0.0,5.0,24.5,Warm
12988,1,0,1,1,0.0,0.0,0,0,5.0,5.0,3,3,1,0,0.0,0.0,1.5,2.0,17.5,Cold
12987,1,0,2,1,0.0,0.0,0,0,5.0,5.0,2,0,0,0,0.0,0.0,2.0,3.0,13.0,Cold
12986,1,0,1,1,0.0,0.0,0,0,5.0,5.0,1,0,0,0,0.0,0.0,-1.0,5.0,9.0,Cold
12985,1,0,1,1,0.0,0.0,0,0,5.0,5.0,1,0,0,0,0.0,0.0,-1.0,5.0,9.0,Cold
12984,1,0,1,1,0.0,0.0,0,0,5.0,5.0,4,1,2,0,0.0,0.0,1.0,2.0,11.5,Cold
12983,1,0,1,1,0.0,0.0,0,0,5.0,5.0,1,1,0,0,0.0,0.0,-1.0,5.0,10.5,Cold
12982,1,0,1,1,0.0,0.0,0,0,5.0,5.0,5,1,0,0,97.0,0.0,0.75,2.0,15.5,Cold
12981,1,0,2,1,0.0,0.0,0,0,5.0,5.0,3,0,0,0,26.0,0.0,0.0,5.0,15.0,Cold
12980,1,0,1,1,0.0,0.0,0,0,5.0,5.0,1,1,0,0,0.0,0.0,-1.0,5.0,15.2,Cold
12979,1,0,1,1,0.0,0.0,0,0,5.0,5.0,4,0,2,0,0.0,0.0,1.0,2.0,10.0,Cold
12978,1,0,1,1,0.0,0.0,0,0,5.0,5.0,1,0,0,0,0.0,0.0,-1.0,5.0,9.0,Cold
12977,1,0,1,1,0.0,0.0,0,0,5.0,5.0,1,1,0,0,0.0,0.0,-1.0,5.0,10.5,Cold
12976,1,0,1,1,0.0,0.0,0,0,5.0,5.0,1,1,0,0,0.0,0.0,-1.0,5.0,10.5,Cold
12975,1,0,1,1,0.0,0.0,0,0,5.0,5.0,6,0,0,0,86.0,0.0,0.6,2.0,14.0,Cold
12974,1,0,2,1,0.0,0.0,0,0,5.0,5.0,4,1,0,0,100.0,0.0,0.0,5.0,16.5,Cold
12973,1,0,1,1,0.0,0.0,0,0,5.0,5.0,1,0,0,0,0.0,0.0,-1.0,5.0,9.0,Cold
12972,1,0,1,1,0.0,0.0,0,0,5.0,5.0,5,1,2,0,0.0,0.0,0.5,3.0,11.5,Cold
12971,1,0,1,1,0.0,0.0,0,0,5.0,5.0,4,0,0,1,198.0,0.0,1.0,2.0,19.0,Cold
12970,1,0,1,1,0.0,0.0,0,0,5.0,5.0,2,0,0,0,0.0,0.0,0.0,5.0,9.5,Cold
12969,1,0,1,1,0.0,0.0,0,0,5.0,5.0,3,0,0,0,22.0,0.0,0.0,5.0,14.0,Cold
12968,1,0,2,1,0.0,0.0,0,0,6.0,6.0,3,1,0,1,167.0,0.0,0.5,5.0,21.5,Warm
12967,1,0,1,1,0.0,0.0,0,0,6.0,6.0,1,0,0,0,0.0,0.0,-1.0,6.0,9.0,Cold
12966,1,0,1,1,0.0,0.0,0,0,6.0,6.0,4,0,0,0,0.0,0.0,1.33,2.0,12.0,Cold
12965,1,0,1,1,0.0,0.0,0,0,6.0,6.0,4,0,2,0,0.0,0.0,1.0,3.0,7.5,Cold
12964,1,0,1,1,0.0,0.0,0,0,6.0,6.0,1,0,0,0,0.0,0.0,-1.0,6.0,9.0,Cold
12963,1,0,1,1,0.0,0.0,0,0,6.0,6.0,3,2,0,0,0.0,0.0,1.0,4.0,18.0,Cold
12962,1,0,1,1,0.0,0.0,0,0,6.0,6.0,1,0,0,0,0.0,0.0,-1.0,6.0,9.0,Cold
12961,1,0,6,1,0.0,0.0,0,0,6.0,6.0,2,3,0,0,0.0,0.0,4.0,2.0,24.5,Warm
12960,1,0,1,0,0.0,0.0,0,1,6.0,6.0,2,2,0,0,0.0,0.0,0.0,6.0,9.0,Cold
12959,1,0,2,1,0.0,0.0,0,0,6.0,6.0,4,2,0,1,675.0,0.0,0.0,6.0,23.0,Warm
12958,1,0,1,1,0.0,0.0,0,0,6.0,6.0,3,2,1,0,0.0,0.0,1.5,3.0,11.0,Cold
12957,1,0,1,1,0.0,0.0,0,0,6.0,6.0,1,0,0,0,0.0,0.0,-1.0,6.0,9.0,Cold
12956,1,0,1,1,0.0,0.0,0,0,6.0,6.0,1,2,0,0,0.0,0.0,-1.0,6.0,12.0,Cold
12955,1,0,1,1,0.0,0.0,0,0,6.0,6.0,3,1,0,0,102.0,0.0,0.0,6.0,15.5,Cold
12954,1,0,1,1,0.0,0.0,0,0,6.0,6.0,2,1,0,0,0.0,0.0,0.0,6.0,13.5,Cold
12953,1,0,2,1,0.0,0.0,0,0,6.0,6.0,4,1,0,0,161.0,0.0,1.0,3.0,16.5,Cold
12952,1,0,1,1,0.0,0.0,0,0,6.0,6.0,1,2,0,0,0.0,0.0,-1.0,6.0,12.0,Cold
12951,1,0,1,1,0.0,0.0,0,0,6.0,6.0,2,1,0,0,0.0,0.0,0.0,6.0,13.5,Cold
12950,1,0,1,1,0.0,0.0,0,0,6.0,6.0,5,0,0,0,28.0,0.0,1.0,2.0,14.0,Cold
12949,1,0,1,1,0.0,0.0,0,0,6.0,6.0,1,1,0,0,0.0,0.0,-1.0,6.0,10.5,Cold
12948,1,0,2,1,0.0,0.0,0,0,6.0,6.0,4,0,0,1,282.0,0.0,0.0,6.0,20.0,Cold
12947,1,0,1,1,0.0,0.0,0,0,6.0,6.0,2,0,0,0,0.0,0.0,0.0,6.0,12.0,Cold
12946,1,0,1,1,0.0,0.0,0,0,6.0,6.0,3,2,0,0,0.0,0.0,1.0,4.0,18.0,Cold
12945,1,0,1,1,0.0,0.0,0,0,6.0,6.0,3,2,0,0,0.0,0.0,1.0,4.0,18.0,Cold
12944,1,0,1,1,0.0,0.0,0,0,6.0,6.0,4,3,0,0,32.0,0.0,0.67,4.0,21.5,Warm
12943,1,0,1,1,0.0,0.0,0,0,7.0,7.0,1,0,0,0,0.0,0.0,-1.0,7.0,8.0,Cold
12942,1,0,6,1,0.0,0.0,0,0,7.0,7.0,2,0,0,0,0.0,0.0,0.0,7.0,13.5,Cold
12941,1,0,1,1,0.0,0.0,0,0,7.0,7.0,1,2,0,0,0.0,0.0,-1.0,7.0,11.0,Cold
12940,1,0,1,1,0.0,0.0,0,0,7.0,7.0,3,1,2,0,0.0,0.0,0.5,6.0,8.0,Cold
12939,1,0,1,1,0.0,0.0,0,0,7.0,7.0,1,0,0,0,0.0,0.0,-1.0,7.0,8.0,Cold
12938,1,0,1,0,0.0,0.0,0,1,7.0,7.0,3,0,0,0,19.0,0.0,0.0,7.0,10.0,Cold
12937,1,0,1,1,0.0,0.0,0,0,7.0,7.0,1,0,0,0,0.0,0.0,-1.0,7.0,8.0,Cold
12936,1,0,1,1,0.0,0.0,0,0,7.0,7.0,2,0,0,0,0.0,0.0,0.0,7.0,8.5,Cold
12935,1,0,1,1,0.0,0.0,0,0,7.0,7.0,1,0,0,0,0.0,0.0,-1.0,7.0,8.0,Cold
12934,1,0,1,1,0.0,0.0,0,0,7.0,7.0,4,0,0,0,43.0,0.0,0.33,6.0,13.0,Cold
12933,1,0,1,1,0.0,0.0,0,0,7.0,7.0,1,0,0,0,0.0,0.0,-1.0,7.0,8.0,Cold
12932,1,0,1,1,0.0,0.0,0,0,7.0,7.0,3,3,0,0,0.0,0.0,2.0,3.0,18.5,Cold
12931,1,0,1,1,0.0,0.0,0,0,7.0,7.0,2,0,0,0,0.0,0.0,0.0,7.0,8.5,Cold
12930,1,0,1,1,0.0,0.0,0,0,8.0,7.0,1,1,0,0,0.0,0.0,-1.0,8.0,9.5,Cold
12929,1,0,1,1,0.0,0.0,0,0,8.0,7.0,1,0,0,0,0.0,0.0,-1.0,8.0,8.0,Cold
12928,1,0,2,1,0.0,0.0,0,0,8.0,7.0,2,2,0,0,0.0,0.0,5.0,3.0,15.0,Cold
12927,1,0,1,1,0.0,0.0,0,0,8.0,8.0,1,0,0,0,0.0,0.0,-1.0,8.0,8.0,Cold
12926,1,0,1,1,0.0,0.0,0,0,8.0,8.0,1,0,0,0,0.0,0.0,-1.0,8.0,8.0,Cold
12925,1,0,1,1,0.0,0.0,0,0,8.0,8.0,1,0,0,0,0.0,0.0,-1.0,8.0,8.0,Cold
12924,1,0,1,1,0.0,0.0,0,0,8.0,8.0,3,0,0,0,0.0,0.0,0.0,8.0,11.5,Cold
12923,1,0,1,1,0.0,0.0,0,0,8.0,8.0,1,0,0,0,0.0,0.0,-1.0,8.0,8.0,Cold
12922,1,0,1,1,0.0,0.0,0,0,8.0,8.0,3,0,0,1,231.0,0.0,0.0,8.0,18.0,Cold
12921,1,0,1,1,0.0,0.0,0,0,8.0,8.0,4,0,2,0,0.0,0.0,1.0,5.0,9.0,Cold
12920,1,0,1,1,0.0,0.0,0,0,8.0,8.0,3,0,0,0,21.0,0.0,0.0,8.0,13.0,Cold
12919,1,0,1,1,0.0,0.0,0,0,8.0,8.0,3,1,0,1,148.0,0.0,0.0,8.0,19.5,Cold
12918,1,0,1,1,0.0,0.0,0,0,8.0,8.0,3,0,0,0,0.0,0.0,2.5,3.0,8.5,Cold
12917,1,0,2,1,0.0,0.0,0,0,8.0,8.0,1,1,0,0,0.0,0.0,-1.0,8.0,14.0,Cold
12916,1,0,1,1,0.0,0.0,0,0,8.0,8.0,2,0,0,0,0.0,0.0,0.0,8.0,11.0,Cold
12915,1,0,1,1,0.0,0.0,0,0,8.0,8.0,1,0,0,0,0.0,0.0,-1.0,8.0,8.0,Cold
12914,1,0,1,1,0.0,0.0,0,0,8.0,8.0,2,0,0,0,0.0,0.0,0.0,8.0,11.0,Cold
12913,1,0,1,1,0.0,0.0,0,0,8.0,8.0,3,2,2,0,0.0,0.0,0.0,8.0,9.5,Cold
12912,1,0,1,1,0.0,0.0,0,0,8.0,8.0,1,0,0,0,0.0,0.0,-1.0,8.0,8.0,Cold
12911,1,0,1,1,0.0,0.0,0,0,8.0,8.0,3,0,0,0,32.0,0.0,0.0,8.0,13.0,Cold
12910,1,0,1,1,0.0,0.0,0,0,8.0,8.0,2,2,1,0,0.0,0.0,0.0,8.0,9.5,Cold
12909,1,0,1,1,0.0,0.0,0,0,8.0,8.0,1,1,0,0,0.0,0.0,-1.0,8.0,9.5,Cold
12908,1,0,1,1,0.0,0.0,0,0,8.0,8.0,4,0,0,1,240.0,0.0,1.0,5.0,18.0,Cold
12907,1,0,1,1,0.0,0.0,0,0,8.0,8.0,5,1,1,0,0.0,0.0,0.5,6.0,10.5,Cold
12906,1,0,2,1,0.0,0.0,0,0,8.0,8.0,2,2,0,0,0.0,0.0,0.0,8.0,15.0,Cold
12905,1,0,1,1,0.0,0.0,0,0,8.0,8.0,3,2,0,0,0.0,0.0,2.0,4.0,17.0,Cold
12904,1,0,1,1,0.0,0.0,0,0,9.0,9.0,4,0,0,1,538.0,0.0,2.33,2.0,18.0,Cold
12903,1,0,1,1,0.0,0.0,0,0,9.0,9.0,4,0,3,0,0.0,0.0,1.33,5.0,6.5,Cold
12902,1,0,2,1,0.0,0.0,0,0,9.0,9.0,2,2,0,0,0.0,0.0,0.0,9.0,15.0,Cold
12901,1,0,2,1,0.0,0.0,0,0,9.0,9.0,4,1,1,0,102.0,0.0,2.0,3.0,13.5,Cold
12900,1,0,1,1,0.0,0.0,0,0,9.0,9.0,4,3,0,0,104.0,0.0,1.67,4.0,20.5,Warm
12899,1,0,1,1,0.0,0.0,0,0,9.0,9.0,2,0,0,0,0.0,0.0,0.0,9.0,8.5,Cold
12898,1,0,1,1,0.0,0.0,0,0,9.0,9.0,2,0,0,0,0.0,0.0,0.0,9.0,11.0,Cold
12897,1,0,2,1,0.0,0.0,0,0,9.0,9.0,2,0,0,0,0.0,0.0,0.0,9.0,12.0,Cold
12896,1,0,1,0,0.0,0.0,0,1,9.0,9.0,4,1,1,0,0.0,0.0,0.67,7.0,7.5,Cold
12895,1,0,1,1,0.0,0.0,0,0,9.0,9.0,2,0,0,0,0.0,0.0,0.0,9.0,8.5,Cold
12894,1,0,1,0,0.0,0.0,0,1,9.0,9.0,4,1,1,0,44.0,0.0,0.0,9.0,9.5,Cold
12893,1,0,1,1,0.0,0.0,0,0,9.0,9.0,4,0,1,0,0.0,0.0,1.33,5.0,9.0,Cold
12892,1,0,1,1,0.0,0.0,0,0,10.0,9.0,1,0,0,0,0.0,0.0,-1.0,10.0,8.0,Cold
12891,1,0,1,1,0.0,0.0,0,0,10.0,9.0,2,0,0,0,0.0,0.0,1.0,9.0,8.5,Cold
12890,1,0,2,1,0.0,0.0,0,0,10.0,10.0,2,0,0,0,0.0,0.0,1.0,9.0,12.0,Cold
12889,1,0,1,1,0.0,0.0,0,0,10.0,10.0,3,0,0,0,0.0,0.0,0.5,9.0,11.0,Cold
12888,1,0,1,1,0.0,0.0,0,0,10.0,10.0,1,0,0,0,0.0,0.0,-1.0,10.0,8.0,Cold
12887,1,0,1,1,0.0,0.0,0,0,10.0,10.0,2,0,0,0,0.0,0.0,1.0,9.0,11.0,Cold
12886,1,0,1,1,0.0,0.0,0,0,10.0,10.0,2,2,0,0,0.0,0.0,1.0,9.0,14.0,Cold
12885,1,0,1,1,0.0,0.0,0,0,10.0,10.0,1,0,0,0,0.0,0.0,-1.0,10.0,8.0,Cold
12884,1,0,1,1,0.0,0.0,0,0,10.0,10.0,2,0,0,0,0.0,0.0,0.0,10.0,8.5,Cold
12883,1,0,1,1,0.0,0.0,0,0,10.0,10.0,3,0,0,0,0.0,0.0,0.0,10.0,11.0,Cold
12882,1,0,1,1,0.0,0.0,0,0,10.0,10.0,1,0,0,0,0.0,0.0,-1.0,10.0,8.0,Cold
12881,1,0,1,1,0.0,0.0,0,0,10.0,10.0,5,0,1,1,223.0,0.0,1.0,6.0,16.0,Cold
12880,1,0,1,1,0.0,0.0,0,0,10.0,10.0,2,0,0,0,0.0,0.0,0.0,10.0,11.0,Cold
12879,1,0,1,1,0.0,0.0,0,0,10.0,10.0,1,1,0,0,0.0,0.0,-1.0,10.0,9.5,Cold
12878,1,0,1,1,0.0,0.0,0,0,10.0,10.0,1,0,0,0,0.0,0.0,-1.0,10.0,8.0,Cold
12877,1,0,1,1,0.0,0.0,0,0,10.0,10.0,8,1,1,1,135.0,0.0,1.14,2.0,17.5,Cold
12876,1,0,1,1,0.0,0.0,0,0,10.0,10.0,1,0,0,0,0.0,0.0,-1.0,10.0,8.0,Cold
12875,1,0,1,1,0.0,0.0,0,0,10.0,10.0,4,0,0,0,120.0,0.0,0.33,9.0,13.0,Cold
12874,1,0,1,1,0.0,0.0,0,0,10.0,10.0,2,0,0,0,0.0,0.0,0.0,10.0,11.0,Cold
12873,1,0,1,1,0.0,0.0,0,0,10.0,10.0,3,0,1,0,0.0,0.0,1.5,7.0,9.0,Cold
12872,1,0,1,1,0.0,0.0,0,0,10.0,10.0,2,0,0,0,0.0,0.0,0.0,10.0,8.5,Cold
12871,1,0,6,1,0.0,0.0,0,0,10.0,10.0,5,1,1,1,332.0,0.0,0.0,10.0,22.5,Warm
12870,1,0,1,1,0.0,0.0,0,0,10.0,10.0,5,0,2,0,0.0,0.0,0.75,7.0,9.0,Cold
12869,1,0,1,1,0.0,0.0,0,0,10.0,10.0,1,0,0,0,0.0,0.0,-1.0,10.0,8.0,Cold
12868,1,0,1,1,0.0,0.0,0,0,10.0,10.0,2,0,0,0,0.0,0.0,0.0,10.0,8.5,Cold
12867,1,0,1,1,0.0,0.0,0,0,10.0,10.0,3,0,0,0,0.0,0.0,1.0,8.0,8.5,Cold
12866,1,0,1,1,0.0,0.0,0,0,10.0,10.0,3,0,0,0,0.0,0.0,0.5,9.0,11.0,Cold
12865,1,0,1,1,0.0,0.0,0,0,10.0,10.0,1,0,0,0,0.0,0.0,-1.0,10.0,8.0,Cold
12864,1,0,1,1,0.0,0.0,0,0,10.0,10.0,1,0,0,0,0.0,0.0,-1.0,10.0,8.0,Cold
12863,1,0,1,1,0.0,0.0,0,0,10.0,10.0,1,0,0,0,0.0,0.0,-1.0,10.0,8.0,Cold
12862,1,0,1,1,0.0,0.0,0,0,10.0,10.0,2,2,0,0,0.0,0.0,0.0,10.0,11.5,Cold
12861,1,0,1,1,0.0,0.0,0,0,10.0,10.0,3,0,1,0,0.0,0.0,1.0,8.0,7.0,Cold
12860,1,0,1,1,0.0,0.0,0,0,10.0,10.0,2,0,0,0,0.0,0.0,0.0,10.0,11.0,Cold
12859,1,0,1,1,0.0,0.0,0,0,10.0,10.0,5,0,1,1,336.0,0.0,2.0,2.0,16.0,Cold
12858,1,0,1,1,0.0,0.0,0,0,10.0,10.0,3,0,0,0,0.0,0.0,0.0,10.0,8.5,Cold
12857,1,0,6,1,0.0,0.0,0,0,10.0,10.0,3,1,0,1,151.0,0.0,0.0,10.0,24.5,Warm
12856,1,0,1,1,0.0,0.0,0,0,10.0,10.0,1,0,0,0,0.0,0.0,-1.0,10.0,8.0,Cold
12855,1,0,1,1,0.0,0.0,0,0,10.0,10.0,4,0,0,1,171.0,0.0,0.33,9.0,18.0,Cold
12854,1,0,1,1,0.0,0.0,0,0,10.0,10.0,2,0,0,0,114.0,0.0,0.0,6.0,13.0,Cold
12853,1,0,1,0,0.0,0.0,0,1,10.0,10.0,3,0,0,0,0.0,0.0,0.0,10.0,8.0,Cold
12852,1,0,1,1,0.0,0.0,0,0,11.0,11.0,5,1,0,1,684.0,0.0,0.25,10.0,19.5,Cold
12851,1,0,1,1,0.0,0.0,0,0,11.0,11.0,2,0,0,0,0.0,0.0,1.0,10.0,8.5,Cold
12850,1,0,1,1,0.0,0.0,0,0,11.0,11.0,9,0,0,1,357.0,0.0,1.12,2.0,18.0,Cold
